COUNTY,LABEL,FULL_,FIPS,POP,Desc_,Metric,Value,Rate,Date,ObjectId
EAGLE,Eagle,Eagle County,37,54863,Colorado Case Counts by County,Cases,39,,03/18/2020,1
JEFFERSON,Jefferson,Jefferson County,59,579491,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,7.4,03/21/2020,2
GUNNISON,Gunnison,Gunnison County,51,17173,Colorado Case Counts by County,Cases,22,,03/22/2020,3
ADAMS,Adams,Adams County,1,511473,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,1.6,03/17/2020,4
LOGAN,Logan,Logan County,75,21854,Colorado Case Counts by County,Cases,2,,03/23/2020,5
MESA,Mesa,Mesa County,77,153630,Colorado Case Counts by County,Cases,1,,03/20/2020,6
EL PASO,El Paso,El Paso County,41,714395,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,1.1,03/18/2020,7
EL PASO,El Paso,El Paso County,41,714395,Colorado Case Counts by County,Cases,8,,03/18/2020,8
GARFIELD,Garfield,Garfield County,45,59807,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,3.3,03/18/2020,9
GARFIELD,Garfield,Garfield County,45,59807,Colorado Case Counts by County,Cases,2,,03/18/2020,10
GRAND,Grand,Grand County,49,15474,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,6.5,03/18/2020,11
GRAND,Grand,Grand County,49,15474,Colorado Case Counts by County,Cases,1,,03/18/2020,12
ADAMS,Adams,Adams County,1,511473,Colorado Case Counts by County,Cases,8,,03/17/2020,13
GUNNISON,Gunnison,Gunnison County,51,17173,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,64,03/18/2020,14
ARAPAHOE,Arapahoe,Arapahoe County,5,651342,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,2.8,03/17/2020,15
ARAPAHOE,Arapahoe,Arapahoe County,5,651342,Colorado Case Counts by County,Cases,18,,03/17/2020,16
LARIMER,Larimer,Larimer County,69,350362,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,1.4,03/19/2020,17
LARIMER,Larimer,Larimer County,69,350362,Colorado Case Counts by County,Cases,43,,03/24/2020,18
GUNNISON,Gunnison,Gunnison County,51,17173,Colorado Case Counts by County,Cases,11,,03/18/2020,19
JEFFERSON,Jefferson,Jefferson County,59,579491,Colorado Case Counts by County,Cases,43,,03/21/2020,20
HINSDALE,Hinsdale,Hinsdale County,53,804,Colorado Case Counts by County,Cases,1,,03/22/2020,21
MESA,Mesa,Mesa County,77,153630,Colorado Case Counts by County,Cases,2,,03/23/2020,22
MORGAN,Morgan,Morgan County,87,28503,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,7,03/20/2020,23
LOGAN,Logan,Logan County,75,21854,Colorado Case Counts by County,Cases,2,,03/24/2020,24
LARIMER,Larimer,Larimer County,69,350362,Colorado Case Counts by County,Cases,5,,03/19/2020,25
BOULDER,Boulder,Boulder County,13,325476,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,2.5,03/17/2020,26
