OBJECTID,FULL_,GEOID,LABEL,STAETFP,COUNTY,COUNTYFP,County_Pos_Cases,County_Population,County_Rate_Per_100_000,County_Pos_Cases_Yesterday,County_Pos_Cases_Change,County_Deaths,County_Deaths_Yesterday,County_Deaths_Change,State_Pos_Cases,State_Population,State_Rate_Per_100000,State_Deaths,State_CDC_Deaths,State_Number_Hospitalizations,State_Number_Tested,State_Test_Encounters,State_Number_of_Counties_Pos,State_Number_of_Outbreaks,Data_Source,Date_Data_Last_Updated,Shape__Area,Shape__Length
1,Saguache County,08109,Saguache,08,SAGUACHE,109,216,6824,3165.3,212,4,2,2,0,228772,5763976,3969,3003,2521,13428,1737952,3175126,64,2136,Colorado Department of Public Health and Environment,"Data through November 28, 2020",0.84314903059385,4.39184364534676
2,Sedgwick County,08115,Sedgwick,08,SEDGWICK,115,108,2229,4845.22,108,0,2,2,0,228772,5763976,3969,3003,2521,13428,1737952,3175126,64,2136,Colorado Department of Public Health and Environment,"Data through November 28, 2020",0.152011070952994,1.7075458304623
3,Cheyenne County,08017,Cheyenne,08,CHEYENNE,017,60,1825,3287.67,58,2,,,,228772,5763976,3969,3003,2521,13428,1737952,3175126,64,2136,Colorado Department of Public Health and Environment,"Data through November 28, 2020",0.478627830943196,3.11127071445578
4,Custer County,08027,Custer,08,CUSTER,027,67,5059,1324.37,67,0,,,,228772,5763976,3969,3003,2521,13428,1737952,3175126,64,2136,Colorado Department of Public Health and Environment,"Data through November 28, 2020",0.196859248573446,2.36450252969444
5,La Plata County,08067,La Plata,08,LA PLATA,067,1338,56272,2377.74,1302,36,4,4,0,228772,5763976,3969,3003,2521,13428,1737952,3175126,64,2136,Colorado Department of Public Health and Environment,"Data through November 28, 2020",0.447277846552652,3.02281991599123
6,San Juan County,08111,San Juan,08,SAN JUAN,111,20,726,2754.82,20,0,,,,228772,5763976,3969,3003,2521,13428,1737952,3175126,64,2136,Colorado Department of Public Health and Environment,"Data through November 28, 2020",0.102833675325428,1.71664098503411
7,Pitkin County,08097,Pitkin,08,PITKIN,097,494,17756,2782.16,477,17,2,2,0,228772,5763976,3969,3003,2521,13428,1737952,3175126,64,2136,Colorado Department of Public Health and Environment,"Data through November 28, 2020",0.262895469540581,2.99758337931076
8,Park County,08093,Park,08,PARK,093,234,18844,1241.77,229,5,4,4,0,228772,5763976,3969,3003,2521,13428,1737952,3175126,64,2136,Colorado Department of Public Health and Environment,"Data through November 28, 2020",0.596376486070085,3.79219717353281
9,Alamosa County,08003,Alamosa,08,ALAMOSA,003,610,16181,3769.85,594,16,13,13,0,228772,5763976,3969,3003,2521,13428,1737952,3175126,64,2136,Colorado Department of Public Health and Environment,"Data through November 28, 2020",0.19106400063788,1.83562564586585
10,Prowers County,08099,Prowers,08,PROWERS,099,605,12122,4990.93,593,12,12,12,0,228772,5763976,3969,3003,2521,13428,1737952,3175126,64,2136,Colorado Department of Public Health and Environment,"Data through November 28, 2020",0.436578121041293,2.65950781753648
11,Moffat County,08081,Moffat,08,MOFFAT,081,289,13252,2180.8,279,10,4,4,0,228772,5763976,3969,3003,2521,13428,1737952,3175126,64,2136,Colorado Department of Public Health and Environment,"Data through November 28, 2020",1.30950090392707,5.03264724477475
